"Animal","Caption","Age","Gender","Ethnicity","Schooling","RecaptchaScore","Duration","Socials","Survey_01","Survey_02","Survey_03","Survey_04","Survey_05","Survey_06","Survey_07","Survey_08","Survey_09","Survey_10","Survey_11","Survey_12","One_word_comment"
"loris","no context",67,1,1,5,1,251,"1",1,2,4,1,1,1,1,5,1,4,1,3,"cute"
"loris","no context",42,2,1,4,1,256,"1,2,3,5",4,4,3,4,2,4,4,4,2,4,4,4,"standing animal"
"loris","informative",35,2,1,4,1,328,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"monkey"
"gorilla","informative",43,2,1,2,1,234,"1,2,3",1,4,2,4,2,3,4,5,1,4,3,4,"Scary"
"gorilla","no context",62,2,1,4,1,241,"2",5,4,4,5,4,4,4,5,4,4,4,4,"post was see inloving"
"loris","informative",33,1,1,4,1,1023,"1,2,5",5,2,5,2,5,5,2,5,5,5,5,5,"animals are very friendly"
"gorilla","informative",30,1,1,5,0,1103,"1,2,3,5",4,4,5,5,4,4,4,5,4,5,5,5,"mountain gorilla"
"loris","no context",56,1,1,4,1,1461,"1,2,3",4,4,4,5,5,5,4,5,4,5,5,4,"Friendly"
"gorilla","no context",25,2,1,4,1,1832,"2",4,4,3,4,3,3,3,3,3,4,4,4,"KINGKONG"
"gorilla","informative",26,1,1,4,1,1265,"1,2,3",4,4,4,5,4,4,5,4,4,4,4,4,"Research"
"loris","informative",67,2,1,2,1,352,"3",2,4,3,2,2,2,1,2,2,4,2,1,"creepy"
"gorilla","no context",32,2,1,4,1,265,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Research"
"loris","informative",54,1,5,5,1,520,"1",1,3,4,4,3,2,3,4,2,5,5,4,"protect"
"gorilla","no context",70,2,1,5,1,478,"1,3",1,1,4,3,1,1,1,1,1,5,1,2,"Danger"
"gorilla","no context",26,1,1,4,1,1933,"1,2,3,5",4,4,4,4,2,4,4,4,4,4,2,4,"GORILLA"
"gorilla","informative",25,2,1,4,1,941,"1,2,3,4,5",4,4,4,4,2,4,4,4,2,5,4,4,"Gorilla was very  rare animal to see this post happy"
"gorilla","informative",31,2,1,4,1,297,"2",4,4,3,4,4,4,4,4,4,4,4,4," All animals are cared for safely"
"loris","informative",46,2,1,5,1,196,"1,2,3,4,5,6",4,4,4,4,4,4,4,4,4,4,4,4,"Good"
"gorilla","no context",52,2,1,3,1,451,"1,2,3,5",2,3,3,3,1,4,4,4,1,4,2,4,"awesome"
"loris","no context",51,1,5,4,1,549,"2,3",1,2,4,4,3,4,3,4,1,5,2,3,"innocence"
"gorilla","no context",36,2,1,5,1,246,"1,2,5",2,3,3,2,1,5,1,2,1,5,4,4,"Gorilla "
"gorilla","no context",35,2,1,4,1,447,"1,2",3,4,5,4,4,3,5,4,4,5,4,4,"Gorilla"
"loris","no context",29,1,2,4,1,346,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,4,"wildlife"
"loris","no context",25,2,1,4,1,821,"1,2,3,4,5",5,5,4,5,4,4,2,4,5,4,5,4,"slender"
"gorilla","no context",38,1,3,4,1,260,"1,2,3,4,5",5,5,5,5,4,5,5,5,5,4,5,5,"five"
"loris","informative",20,2,1,4,1,550,"1,2",2,2,4,4,4,4,3,4,3,4,3,4,"Helpless"
"loris","informative",25,2,1,4,1,790,"1,2,3",4,4,4,4,4,4,2,4,4,4,5,4,"small monkey"
"gorilla","informative",49,1,1,4,1,1365,"1,2,3,5",3,4,4,4,4,4,4,2,4,5,4,5,"HUMANITY"
"loris","no context",25,2,1,4,1,1029,"1,2,3",5,4,4,4,4,4,4,4,4,4,4,5,"I think this post is great to see"
"loris","informative",25,1,1,4,1,194,"3",4,4,5,4,4,4,4,4,4,4,4,4,"Caring"
"gorilla","informative",41,2,1,4,1,292,"1,2,3,4,5",1,4,3,4,1,5,2,5,1,5,4,4,"friendly"
"gorilla","informative",38,1,1,4,1,549,"1,2",4,4,3,4,4,4,4,4,3,4,3,3,"animals"
"gorilla","informative",26,1,1,4,1,924,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"research"
"gorilla","informative",48,2,1,2,1,342,"1,2,3,5",1,4,3,4,1,4,4,5,1,5,2,4,"Zoo"
"gorilla","no context",49,1,5,2,1,267,"2,3",1,3,3,1,1,3,1,4,1,4,4,1,"APE"
"loris","informative",26,2,1,5,1,798,"2",4,4,4,4,3,4,3,5,3,5,4,4,"wildlife"
"loris","informative",21,1,4,4,1,844,"2,3",4,4,4,5,2,4,4,4,3,5,4,4,"Wildlife conservation"
"loris","informative",53,1,1,4,1,184,"1,2,3",4,4,1,4,4,4,4,4,5,4,4,4,"Save Wild Animals"
"gorilla","no context",53,2,1,5,1,488,"1,2,3,5",1,4,4,4,1,5,1,4,1,5,5,4,"Jane Goodall"
"loris","no context",25,2,1,4,1,413,"1,2,3,5",5,5,5,4,4,4,4,4,4,5,4,4,"Smart"
"loris","no context",50,2,4,5,1,465,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"ITS VERY DIFFERENT"
"gorilla","no context",45,1,5,4,1,529,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"connection"
"gorilla","informative",25,2,5,4,1,1798,"2",4,4,5,4,5,4,4,4,4,4,4,4,"gorilla"
"loris","no context",40,2,1,3,1,356,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,"very intersting"
"gorilla","no context",51,1,1,4,1,546,"2",4,4,4,4,4,4,4,4,4,3,3,3,"this picture is nice"
"gorilla","informative",30,1,1,4,1,2882,"2",4,4,4,5,5,5,5,4,5,5,4,5,"gorilla"
"loris","informative",36,1,3,4,1,330,"1,2,3,5",4,4,5,4,4,4,5,4,5,5,4,4,"training permits"
"loris","no context",30,1,1,5,1,784,"1,2,3",5,4,4,5,4,5,4,5,4,4,5,4,"moncky is not healthy"
"loris","informative",24,1,1,4,1,3391,"1,2,3",5,4,4,4,4,4,5,4,4,4,4,5,"Research"
"loris","no context",25,1,1,4,1,287,"1,2,3,5",4,4,1,4,4,4,4,2,4,4,4,4,"MANGOOES"
"loris","informative",61,1,1,4,1,549,"1,2",4,4,4,3,4,3,4,3,4,3,4,4,"Looking at this post makes me feel like my pet is twenty years old at home and I love it"
"gorilla","informative",33,2,1,4,1,294,"1,2,3",5,2,2,4,4,4,2,4,4,2,5,4,"Observation"
"loris","informative",25,1,5,4,1,349,"1,2",2,4,5,4,5,4,4,2,2,4,4,5,"clam"
"loris","no context",54,2,1,4,1,318,"1,2,3",1,2,4,3,1,1,2,3,1,5,4,2,"Scared"
"gorilla","informative",75,2,1,2,1,456,"1,2,3",1,2,3,3,1,4,2,4,1,5,1,4,"Acceptance"
"gorilla","informative",25,2,1,4,1,444,"1,2,3,4,5",5,5,5,5,4,4,5,5,5,5,5,4,"nice"
"gorilla","informative",25,2,1,4,1,977,"1,2,5",4,4,4,4,1,4,4,5,2,5,4,4,"gorilla"
"gorilla","informative",25,2,1,5,1,704,"1,2,3,4,5",4,5,5,4,4,5,5,5,5,4,5,5,"very cute"
"gorilla","informative",40,1,2,4,1,616,"1",5,4,4,4,4,4,4,4,4,4,4,4,"nasural"
"gorilla","informative",48,2,1,4,1,368,"2",5,5,5,5,5,5,5,5,5,5,5,5,"gorilla"
"loris","no context",52,2,1,4,1,366,"1,2,3,4",5,2,5,4,4,5,4,4,4,4,4,4,"Satisfaction"
"gorilla","no context",32,1,1,4,1,890,"1,2,3,4,5",4,4,4,2,4,4,5,4,2,4,4,4,"like"
"gorilla","no context",51,1,1,4,1,282,"1,2,3,5",1,4,5,2,1,2,1,2,1,5,4,2,"smug"
"loris","no context",56,1,1,4,1,406,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"TERRIFIC"
"loris","no context",40,1,2,2,0,297,"1,2,3",5,4,4,4,5,5,5,4,5,4,5,4,"goods"
"loris","no context",28,1,1,4,1,868,"2",4,3,4,4,4,3,4,4,4,4,4,4,"this is animal is cute and come to my mind this is monkey"
"gorilla","informative",54,2,3,4,1,624,"1,2",3,4,3,3,3,3,3,4,3,5,4,3,"Gorilla"
"loris","no context",25,1,1,4,1,100,"1,2,3,5",4,4,4,4,4,4,3,4,4,3,4,4,"CARE"
"gorilla","informative",26,2,1,5,1,403,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"Mountain Gorillas"
"gorilla","no context",32,1,1,4,1,825,"1,2,3",5,2,5,2,5,1,5,4,5,5,5,5,"gorilla"
"loris","informative",47,1,1,4,1,262,"1,2",1,5,5,1,1,5,1,4,1,5,4,3,"cute"
"loris","informative",56,1,1,4,1,597,"1,2,3",4,4,4,4,5,4,4,4,5,5,4,5,"Wildlife"
"gorilla","no context",39,2,1,5,1,699,"1",2,4,4,4,1,5,2,3,1,5,5,3,"love"
"loris","informative",47,1,1,3,1,451,"1,2,3",2,4,3,3,3,4,4,3,3,5,4,4,"cute"
"gorilla","informative",30,1,1,4,1,594,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"gorilla"
"loris","no context",30,1,1,4,1,106,"1,2,3,5",4,2,4,4,2,5,2,2,5,4,5,4,"GOOD FEEL"
"loris","informative",25,2,1,4,1,219,"2",4,4,4,4,4,4,4,4,4,4,4,4,"none"
"loris","no context",54,1,6,4,1,725,"1,2",4,5,4,4,4,4,5,4,4,4,4,5,"injured"
"loris","informative",20,1,1,5,1,155,"1,2,3",4,2,5,2,2,2,4,4,4,4,4,5,"happy"
"gorilla","informative",44,5,1,2,1,417,"1,2,5",2,4,4,4,1,4,2,4,1,5,5,2,"Love"
"gorilla","no context",60,1,1,4,1,1104,"1,2",4,3,4,5,4,5,3,5,2,5,4,5,"Natural"
"loris","informative",60,2,1,5,1,425,"1,3,5",4,5,3,4,4,4,5,4,4,4,5,3,"The image is beautiful animals"
"gorilla","no context",33,7,7,6,1,91,"1,2,3,5",3,3,4,4,4,4,4,3,4,4,3,4,"monkey"
"loris","no context",58,1,1,4,1,561,"1,2,3",4,4,4,4,4,1,1,4,4,4,4,2,"i like this animal"
"loris","informative",25,1,1,4,1,1125,"1,2,3",4,5,4,5,4,4,5,4,4,5,5,5,"The post is very nice"
"gorilla","no context",20,1,1,4,1,1370,"3",4,3,4,4,3,4,4,4,4,4,4,4,"HE IS SEEING AND RESEARCH TO MONKY"
"loris","no context",33,1,1,2,0,225,"1,3",2,1,3,1,2,2,1,4,1,2,1,1,"boring"
"loris","no context",35,2,1,4,1,298,"1,2",5,4,2,3,4,5,5,4,4,5,4,3,"Sad"
"gorilla","no context",33,1,1,3,1,174,"1,3",4,4,4,5,4,4,4,4,4,4,4,4,"gorrilla"
"loris","no context",40,1,1,5,1,139,"1,2,3,4",5,5,4,4,5,5,5,5,5,5,5,5,"WILDLIFE"
"gorilla","informative",27,1,1,3,1,452,"1,2,3",1,4,4,3,1,5,1,5,1,5,4,3,"Signal"
"loris","no context",42,1,1,4,1,277,"1,3",1,3,3,4,2,4,3,4,2,5,2,2,"disturbing"
"gorilla","informative",56,2,4,4,1,1981,"1,2,3",4,4,4,5,4,4,4,4,4,4,5,4,"animals are observed safetly"
"gorilla","informative",40,2,1,3,1,247,"1,2",1,1,5,1,1,4,1,1,1,5,2,2,"leave wild animals alone"
"loris","informative",30,1,4,4,1,291,"2",5,4,4,5,4,4,4,5,4,4,4,5,"good"
"loris","informative",66,2,1,4,1,1792,"2",4,4,5,4,4,4,4,4,5,4,4,4,"Pity"
"loris","informative",24,2,1,4,1,332,"1,2,3,5",4,3,4,4,3,4,4,4,3,3,4,4,"THIS ANIMAL IS SO CUTE"
"loris","informative",43,1,1,4,1,388,"1,2,3",2,2,4,4,2,4,4,4,2,5,5,4,"adorable"
"loris","informative",25,1,1,4,1,718,"1,2,3,5",4,4,4,5,4,3,4,4,4,5,4,4,"ITS LOOK GOOD"
"gorilla","informative",30,1,4,5,1,172,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,"good"
"loris","no context",30,1,1,5,1,102,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"loris","informative",26,1,1,4,1,407,"2",4,4,4,4,4,4,3,4,4,4,4,4,"post"
"gorilla","informative",54,2,1,3,1,270,"1,2,3,5",4,4,2,4,1,4,2,4,1,5,4,3,"sad"
"loris","informative",44,1,1,2,1,380,"1,2,3",1,4,4,5,2,4,4,4,1,5,5,2,"sad"
"gorilla","informative",25,2,1,5,1,1105,"1,2,3,4,5",2,1,1,2,4,2,1,4,1,1,1,4,"gorillas image is not real"
"loris","informative",32,1,2,4,1,569,"1,2,3",4,4,4,4,4,4,4,4,5,4,5,4,"All wild animals are handle safely and captured for research scientist"
"gorilla","no context",35,1,1,4,1,467,"1,2,3",4,4,4,5,4,5,4,5,3,4,4,4,"MOUNTAIN GORILLA"
"loris","no context",25,1,5,4,1,831,"2",4,4,5,4,4,5,4,4,4,5,4,4," interesting"
"loris","no context",40,1,1,5,1,214,"1,2,3,4",5,4,5,5,5,4,5,5,4,5,4,5,"WILDLIFE"
"gorilla","no context",39,1,3,4,1,345,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"yes"
"gorilla","informative",35,1,1,4,1,636,"2",4,2,2,4,4,4,5,4,5,2,2,5,"gorilla look"
"gorilla","informative",25,1,5,4,1,294,"2",4,5,4,4,5,5,4,4,4,4,4,4,"Human with mountain gorilla"
"loris","no context",52,2,1,2,1,245,"1,2,3,4",1,2,4,3,3,1,4,4,3,5,2,4,"cute"
"gorilla","no context",57,1,1,4,1,241,"1,2,3,5",5,5,5,4,4,4,5,4,5,5,4,4,"jessd"
"gorilla","no context",25,2,1,4,1,309,"1,2,3,4",5,5,4,5,5,5,4,5,5,5,5,4,"Gorilla is a very helpful pet"
"gorilla","informative",45,1,1,4,1,188,"1,2",4,3,5,4,4,4,4,4,4,5,4,5,"Animals are protected them"
"loris","no context",30,1,4,5,1,408,"1,2,3",4,5,2,4,4,5,2,5,5,5,4,4," that man is a scientist"
"gorilla","no context",46,1,1,4,1,433,"1,2,3,5",4,4,4,4,4,4,3,4,4,4,5,4,"NICE"
"gorilla","no context",40,2,1,4,1,267,"1",1,2,5,2,1,4,1,2,1,5,4,3,"unusual"
"gorilla","informative",29,2,1,2,1,370,"1,2,3,4,5",1,3,4,4,1,1,4,2,1,5,4,4,"Nature"
"loris","informative",25,1,3,4,1,411,"2",4,2,4,4,4,4,4,4,4,4,5,4,"clam"
"gorilla","no context",23,2,1,4,1,368,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"Pity"
"gorilla","informative",42,1,1,4,1,433,"1,2,3",4,4,3,4,4,4,4,5,3,3,4,5,"nice picture"
"gorilla","informative",30,2,2,2,1,416,"2,5",4,4,5,4,1,5,4,5,1,5,4,5,"Inspiring"
"loris","no context",27,2,1,4,1,134,"1,2",2,3,3,3,2,4,3,4,2,4,4,4,"Cute"
"gorilla","no context",30,1,4,4,1,310,"2",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"gorilla","no context",53,2,1,5,1,230,"1,2,3,4,5,6",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","informative",43,1,5,5,1,429,"1,2,3",4,4,4,4,5,4,4,4,4,4,5,4,"ENJOYABLE"
"loris","no context",32,1,4,1,1,660,"2",5,5,5,5,5,5,5,5,5,5,5,5,"research"
"loris","informative",65,1,1,4,1,543,"1,3",1,5,3,1,2,1,1,5,1,4,1,1,"ugly"
"loris","no context",51,2,1,5,1,346,"1,2,3,4,5",4,4,5,4,5,5,4,4,4,4,4,4,"good"
"gorilla","informative",36,2,1,2,1,311,"1,2,5",1,4,5,3,1,3,4,4,1,5,4,4,"Dangerous "
"loris","no context",35,1,1,4,1,977,"1",4,5,4,4,2,3,3,4,4,4,4,2,"intresting"
"gorilla","no context",36,2,3,4,1,399,"1,2,3,4,5",5,5,4,5,5,5,4,5,5,5,4,4,"Wildlife "
"gorilla","no context",26,2,3,4,1,479,"1,2,3",3,4,4,5,4,4,4,4,5,5,5,5,"Amazing"
"loris","informative",46,1,1,5,1,369,"1,2",4,4,1,4,2,2,2,4,2,5,5,4,"Monkey"
"gorilla","informative",25,1,1,4,1,166,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"this shown about love between animals and humans"
"loris","informative",42,1,3,4,1,216,"1,2,5",4,4,4,4,4,4,4,4,4,4,4,5,"FIVE"
"loris","no context",32,1,1,4,1,598,"1,2,3",4,4,4,4,4,4,5,2,5,5,4,5,"Lovely"
"loris","no context",29,2,4,3,1,409,"1,2,4,5",1,2,4,2,2,2,2,5,2,5,5,3,"Animal"
"gorilla","informative",30,1,1,4,1,178,"2",1,1,1,1,1,1,1,1,1,1,1,1,"gorilla"
"loris","no context",25,2,1,4,1,192,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,5,5,5,"The animal look very cute and nice to watch "
"loris","informative",24,2,4,4,1,1642,"1,2,3,5",4,4,4,4,4,4,4,4,5,5,4,4,"This animal is very quite and domestic animal"
"gorilla","no context",49,1,1,5,1,662,"1,2,3,4,5",4,5,4,4,4,4,4,4,2,5,5,4,"HOW NEAR HE SEEN GORILLA"
"gorilla","informative",32,5,1,3,1,240,"1,3",1,3,4,3,1,1,1,5,1,5,4,3,"gorilla"
"loris","no context",40,1,1,4,1,202,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"AGAIN"
"gorilla","informative",55,2,1,5,1,137,"1,2,3,4,5",5,5,5,4,5,5,4,4,5,5,4,4,"pet"
"loris","no context",29,2,1,4,1,503,"1,2,3,4,5",4,4,4,4,5,4,4,4,4,4,4,4,"I LIKE THE PET AND LOOK IS VERY CUTE"
"loris","informative",30,1,1,5,1,188,"1,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"gorilla","informative",44,2,1,4,1,502,"1,2,3,5",4,5,4,4,5,4,3,4,5,4,5,4,"PLEASANTABLE"
"loris","informative",25,1,1,4,1,739,"1,2,3,4,5",4,4,5,4,5,4,4,4,5,4,5,4,"researched"
"gorilla","no context",45,1,1,4,1,479,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"nice"
"loris","informative",30,1,4,4,1,140,"2",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","no context",53,1,1,4,1,206,"1,2,3",1,4,3,3,1,1,2,4,1,5,4,4,"Young"
"gorilla","informative",25,1,5,4,1,1056,"2",5,5,5,5,5,4,5,4,5,5,4,5,"animals handling"
"loris","informative",30,1,4,4,1,408,"2",5,4,5,4,5,5,4,4,4,4,5,5,"good"
"gorilla","no context",38,2,1,4,1,249,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"Save wild animals"
"gorilla","no context",79,1,1,3,1,511,"1",1,4,5,2,1,4,1,4,1,3,2,3,"violation"
"gorilla","no context",40,1,1,4,0,246,"1,2",4,4,5,5,4,4,4,5,4,5,4,4,"I feel good and happy"
"loris","informative",25,1,1,4,1,151,"3",4,5,4,4,4,4,4,4,4,4,5,4,"Torture"
"gorilla","informative",38,2,1,4,1,520,"1,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"IMPORTANT ASPECTS OF WILDLIFE"
"loris","no context",35,1,1,4,0,494,"2",5,5,5,5,2,4,5,5,5,5,5,5,"CATGAMES IS VERY INTEREST"
"gorilla","informative",35,2,1,4,1,796,"1,2,3",4,5,2,4,5,4,2,5,4,4,4,4,"sad"
"loris","no context",22,1,6,4,1,754,"1",3,3,2,4,4,3,4,4,4,4,3,4,"LIKE"
"gorilla","informative",25,2,1,4,1,201,"1,2,3,4,5",4,5,4,5,4,4,4,5,5,4,5,4,"WOW"
"loris","informative",42,2,1,4,1,586,"1,2,3,5",4,4,2,4,2,1,4,2,4,4,4,4,"Pets Are secured in country"
"loris","informative",35,2,1,4,1,191,"1,2",3,4,3,5,2,2,2,3,2,3,5,4,"Monkey"
"loris","no context",24,1,4,4,1,165,"1,2,3",4,2,5,4,2,5,5,2,4,2,5,5,"love"
"gorilla","no context",60,2,1,4,0,451,"2",4,5,4,5,4,4,4,4,4,4,4,4,"animal"
"loris","informative",42,1,1,4,1,206,"1,2",2,4,4,4,5,5,4,3,4,5,5,4,"its very nice"
"gorilla","no context",46,2,2,4,1,624,"2,3",1,4,5,3,1,5,2,3,1,5,2,2,"uncomfortable"
"loris","no context",33,2,1,4,1,1535,"1,2,3,5",3,4,3,5,4,3,5,5,5,4,4,5,"mercy"
"loris","informative",27,2,1,4,1,302,"1,2",1,3,4,3,2,1,3,5,2,5,4,3,"Wildlife"
"gorilla","informative",43,1,3,4,1,266,"1,2,3,5",4,4,4,4,4,4,5,5,5,4,4,4,"EXPECTATION"
"gorilla","informative",24,1,4,4,1,194,"1,2,3",4,1,3,4,4,4,4,4,5,4,5,4,"love "
"gorilla","no context",37,1,1,4,1,442,"2",5,5,5,5,4,5,4,5,5,4,5,5,"GORILLA "
"gorilla","no context",26,2,1,5,1,217,"1,2,3",5,5,4,4,4,5,5,5,5,5,5,5,"Good ones"
"gorilla","no context",32,1,1,2,1,458,"1,2,3,4,5,6",4,4,4,4,2,4,4,4,4,4,4,2,"pet animals"
"loris","informative",44,2,1,4,1,158,"1,2,3",2,2,3,5,4,3,4,4,3,4,5,4,"Pet"
"gorilla","no context",50,2,1,4,1,883,"1,2,3",2,4,4,4,3,4,4,5,3,5,4,5,"Amazing "
"gorilla","informative",29,2,1,4,1,1092,"2,3",5,4,5,4,5,5,4,4,4,5,4,4,"amazing"
"loris","informative",41,2,4,4,1,944,"1,2",4,4,4,4,3,3,4,5,3,4,4,4,"Monkey"
"loris","informative",35,2,1,4,1,340,"1,2,3,5",5,5,4,5,4,5,4,5,4,4,4,4,"training"
"gorilla","informative",32,2,4,5,1,254,"1,2,3",4,4,4,4,4,2,4,4,4,4,4,4,"observing"
"loris","no context",32,2,1,4,1,440,"2",4,5,4,4,4,4,4,2,5,4,4,4,"Satisfaction"
"gorilla","informative",61,2,1,2,1,282,"1,2,3,5",2,3,4,4,1,4,1,5,1,5,5,4,"Protect"
"loris","no context",27,2,1,5,1,598,"1,2,3",3,4,3,4,4,2,3,4,3,5,4,5,"savings wildlife animals"
"loris","informative",40,2,1,4,1,225,"1,2",5,5,5,5,4,5,5,5,5,5,5,5,"animal research"
"gorilla","informative",25,1,2,5,1,583,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"ashok"
"gorilla","no context",36,1,5,4,1,743,"2",5,5,4,5,2,2,5,5,2,5,5,5,"gorilla"
"gorilla","no context",25,2,1,4,1,373,"1,2,3,4,5",4,4,4,4,5,5,2,4,2,5,4,4,"Gorilla"
"gorilla","no context",33,1,6,5,1,261,"1,2,3",1,3,4,4,2,5,3,2,2,4,2,5,"Thrilling"
"loris","informative",35,2,1,3,1,24732,"1,2,5",2,2,3,3,2,2,4,3,2,5,4,3,"research"
"loris","informative",35,2,1,3,1,24732,"1,2,5",2,2,3,3,2,2,4,3,2,5,4,3,"research"
"loris","no context",42,2,1,4,1,531,"1,2,3,5",2,4,4,4,2,4,1,5,1,5,4,4,"cute "
"loris","no context",42,2,1,4,1,531,"1,2,3,5",2,4,4,4,2,4,1,5,1,5,4,4,"cute "
"loris","no context",51,1,5,5,1,465,"1,2,3",2,2,3,3,2,2,2,2,3,5,3,3,"sad"
"loris","no context",25,1,1,4,1,921,"1,2,3",4,5,4,5,4,4,5,4,4,5,4,5,"The post is very nice"
"gorilla","no context",31,2,1,4,1,357,"2",4,5,4,4,4,5,4,5,4,5,4,5,"GORILLA"
"gorilla","no context",58,2,1,4,1,256,"1,2,3",5,4,5,3,1,5,4,2,1,5,5,3,"endangered"
"gorilla","informative",40,2,3,3,1,679,"1,2,3,5",3,4,3,4,1,2,2,2,1,4,2,4,"Wildlife "
"loris","informative",26,1,1,5,1,1188,"1,2,3",5,4,4,4,5,5,4,4,5,5,4,4,"Good ones"
"gorilla","no context",30,1,1,5,1,202,"1,3",4,4,4,4,4,4,4,4,4,4,4,4,"monster"
"gorilla","no context",38,2,1,4,1,106,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,5,"the man see the gorilla"
"gorilla","no context",28,1,1,4,1,391,"1,2,3",5,4,4,4,5,4,4,4,5,4,4,4,"good"
"gorilla","no context",28,1,1,4,1,391,"1,2,3",5,4,4,4,5,4,4,4,5,4,4,4,"good"
"loris","no context",40,2,1,3,1,414,"1,2,3,4,5",1,3,3,4,2,3,3,5,1,5,3,3,"interesting"
"gorilla","no context",25,2,1,5,1,634,"1,2,3,4,5",4,5,4,5,5,4,5,5,4,5,5,5,"When saw gorilla the first thing to strick was they are our previous generation"
"loris","informative",30,1,1,5,1,122,"2",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","informative",30,1,1,5,1,122,"2",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"gorilla","informative",66,2,1,4,1,398,"1,2,3",4,4,2,4,2,2,2,4,2,2,4,4,"observed"
"loris","no context",39,1,4,4,1,1333,"2",5,5,5,5,5,5,5,5,5,4,5,5,"pygmy slow loris"
"loris","informative",61,2,1,5,1,208,"1,2,3",1,2,3,4,1,1,1,3,1,5,3,2,"false"
"gorilla","informative",67,1,1,4,1,323,"1,2,3",2,2,4,4,1,5,4,4,2,5,2,4,"Joy"
"gorilla","informative",54,2,1,3,1,344,"1,2,3",2,4,4,4,1,4,1,5,1,5,4,3,"Gorilla"
"gorilla","informative",25,1,1,4,1,669,"1,2,3",4,4,4,5,4,4,4,2,5,4,4,4,"mountain gorilla in research"
"gorilla","informative",29,1,1,4,1,414,"1,2,3,4,5",4,4,2,4,4,4,4,4,5,5,5,4,"monkey looking in the man"
"loris","informative",39,1,1,3,1,1400,"1",4,3,3,2,1,5,2,5,1,5,3,4,"monkey"
"gorilla","informative",24,1,1,4,1,160,"1,2,3,5",5,4,4,4,4,4,4,4,4,4,4,4,"SHOCK"
"gorilla","informative",38,2,3,4,1,477,"2",4,4,4,5,4,4,4,5,4,5,5,4,"Willife"
"loris","informative",33,1,1,2,1,215,"1,2",1,1,3,3,2,3,4,5,3,4,1,4,"cute"
"loris","informative",33,1,1,2,1,215,"1,2",1,1,3,3,2,3,4,5,3,4,1,4,"cute"
"loris","informative",42,1,1,4,1,984,"2",5,4,4,4,5,5,4,5,5,4,4,4,"very nice"
"loris","informative",42,1,1,4,1,984,"2",5,4,4,4,5,5,4,5,5,4,4,4,"very nice"
"gorilla","informative",38,2,2,4,1,507,"1",4,2,2,5,4,3,4,2,4,4,4,3,"THE GORILA SAW THE MAN"
"gorilla","informative",25,1,1,4,1,308,"1,2,3,4",5,5,4,3,4,4,5,4,3,4,5,5,"wildlife research"
"loris","informative",40,1,2,2,1,218,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,5,"Responsibility"
"loris","no context",29,2,1,2,1,178,"1,2,3,5",5,4,4,5,4,5,5,4,4,4,4,4,"me with my research subject"
"loris","informative",58,2,3,4,1,850,"1",4,4,4,4,4,2,4,2,4,5,4,4,"MONKYA"
"loris","informative",58,2,3,4,1,850,"1",4,4,4,4,4,2,4,2,4,5,4,4,"MONKYA"
"loris","informative",39,2,1,4,1,201,"1,2,3,5",4,4,4,4,4,4,5,4,5,5,4,5,"training"
"loris","no context",24,2,1,4,1,310,"1,2,3",4,4,4,5,4,2,4,3,5,4,4,5,"good"
"loris","no context",51,2,1,4,1,341,"1,2,3",4,2,5,4,1,4,5,5,5,4,4,5,"very sad"
"gorilla","informative",27,1,1,5,1,254,"1,2,3",4,4,4,4,5,4,4,4,4,4,5,4,"The image is beautiful animals "
"gorilla","no context",32,2,1,4,1,191,"1,2,3",4,5,5,4,4,5,4,4,4,4,5,4,"ONE MAN RESERCH IN GORILLA"
"gorilla","informative",41,1,5,4,1,469,"1,2",1,1,4,3,1,4,1,5,1,4,1,2,"gorilla"
